comment
Penjelasan yg sangat jelas dan detail... Sukses selalu pak Irwan
hore tamat
Personal timestamp :
Terimakasih
"Terimakasih kak, videonya bermanfaat sekali buat dipelajarii"
"Mantap bg ,w tonton semua vidio lu"
Boleh dibuatkan Automate the Boring Stuff with Python versi Indo gk Pak 😅💕
 Data discretization / Binning == 4:23:46
"""Halo semuanya balik lagi"" 9999x"
wkwkwk ngakak pas mau download data dari web pemerintah
"asik kak cara ngajarnya  ga ngebosenin + mudah dimengerti, seru jadi nyimaknya thanks kak sangat bermanfaat"
Andai button like nya bs onpress secara continue (tidak on/off) seperti IG story. Mngkin saya yg paling banyak mas. 😄
12jam tanpa kopi super sekaleeee
"Di 8:29:08, Tabel Kontingensi Humidity kayanya kurang sesuai ya bang? Humidity Normalnya Yes 7 | No 0, padahal di 8:27:32, ada 1 Humidity yang No. Jadinya hasil Tree di 8:31:52, kalo Humidity Normal langsung Yes, padahal harusnya ada 1 kasus bisa jadi No (bercabang lagi sekali). Ini nanya lho Bang barangkali aku salah paham."
pak saya tertarik bergabung kursus
"assalamualaium pak. saya tertarik bergabung pak. saya mau belajar menchine learning pak, kebetulan saya juga lagi skripsi pak temanya menchine learning."
mirip suara dosen umri pak yoze
"Manusia 1/2 Chip bapak ini, gila kali Ilmu nya"
"Masih setia nunggu tutorial next js crud, dari sekian lama😣"
"Bayangin record 12 jam suaranya ga ke record wkwk, ga bang canda, makasih banget ilmunya, semoga balik jadi amal jariyah"
terima kasih banyak kang atas ilmunya
boleh minta no wa nya ga pakk ? 🙏🙏
"Makasih kak ilmunya, saya masih masih semester 1 S1 tp udh tertarik sama machine learning, video kyk gini membantu banget kak, saran buat video kyk gini lg kak, tapi bahas  data processing sama visualisasi nya"
Terima kasih pak Irwan materinya
terima kasih om
"bang apakah nanti abang membuka kelas ML, AI di udemy? atau sekalian membuka kelas Data Engineer? kalo iya sih, langsung gas buat beli coursenya"
Terimakasih pak
Tahapan yg benar gimana bang? Preprocessing data dulu baru di split atau di split dulu baru di preprocessing? Kalau di split dulu apakah data testnya juga ikut di preprocessing?
"mohon maaf pak, klo datanya udah dimanipulasi itu apa masih bisa disebut data?"
paak MAKASIIIIH BANYAAAAAKKKKKKKK
"donate bg ehe: https://trakteer.id/arrayid

kalo lo belum puas belajar di video ini, ayo join kelas machine learning!
https://multinity.id/class/machine-learning-untuk-pemula"
woooah daging semua
Terimakasih pak atas ilmunya
terimakasih pak ilmunya
"Terima kasih atas ilmunya pak, kalo boleh rekom, untuk yang K-Means boleh di tambah pak. Soalnya untuk pembelajaran tugas akhir 🙏"
Channel narsum di atas boleh cek Irwansight di pencarian YT.. isinya sama2 daging
gila sih ini..makasih bang
Ada brp bagian Pak?
"Makasih pak, 12 jam yang sangat bermanfaat"
♥🔥♥🔥♥
Wuuuiiihhhh 🔥🔥
manntaapp bgt ini materi.. jarang bgt materi kyk gini
masyaallah tabarakallah
"wahhh knowledge baru nih , mantep pak"
ini channel ga pantes 10k subs sih 😭
mantap
Terimakasih Pak Irwan
"Mas, meski ga jago math di title, tapi bukannya ttep harus paham dan enjoy ya klo mau enak?"
mantap
Bhs pemrograman yg harus di pelajari apa aja bang buat machine learning🙏?
"【 *Personal Timestamp* 】
3:44:10 correlation between variable"
Wih pak Irwan
Awesome...
"oh ini toh video yang 12 jam lewat 5 menit itu, alhamdulillah terimakasih mas nauval video2 nya boleh nih jadi kayak channel freecodecamp versi indonesia"
ini emang ga ada suaranya?
Programming with mosh
Buat ibu rumah tangga bisa gak si 😢
Mbak izin memberitahu untuk sensor aurat mbak ya yang ada di tamnel mungkin juga yang ada di dalam video 🙏🏼 maaf jika menyinggung.
ada yg mw bikin grup ga guys
Bahasa Indonesia nya typo belepotan susah di mengerti penjelasan nya
tailah
"Rekomendasi yt buat khusus frontend apa ya kak,yg bener2 membahas frontend secara detail, ingin fokus di frontend"
Bahasa mu campur campur kak.. Haduh... Susah di pahami
Lebih cocok macbook atau Windows yah buat IT?
lebih menaik buka fb
"aku mahasiswa baru informatika di UMM, kalau menurut aku kak c atau c++ adalah bahasa terbaik dan teraman untuk belajar coding awal kayak if else, looping, karena semua bahasa hampir sintaksnya mengikuti c/c++, intinya kita sering sering mencoba untuk membuat suatu codingan"
"so sad because i found this at my third year in data science student. i always feel like i can't do this karena emang baru menyentuh percodingan di kuliah. i messed up for 2 semesters (started learned about data science di semester 3 karena semester 1 dan 2 tpb). seneng bgt ketemu kalian (anak2 coc) di aku yg saat ini di semester 5 dan ngerasa tertinggal jauh. aku buka lagi catatan2 lama dan mencoba mereview dan practice, selama ini aku hanya fokus ke teori dan capai nilai yang kuinginkan. gak tau apa yg akan terjadi kedepannya but at least i'm trying best (the good news is i'm enjoying belajar coding (lagi) yang sebelumnya aku gak pernah merasakan ini:))"
"Coding gampang jika kalian nemuin key point buat survive:
1. Cari teman diskusi.
2. Cari mentor.
3. Pahami algoritma & struktur data.
4. Pahami kebutuhan project.
5. Cari komunitas & jurnal sesuai project."
Masih setia sama Notepad++ untuk ngoding web & turunan nya
iya kak iya
Sya dulu ambil Kuliah IT dan berkarir di IT dasarnya cuman penasaran aja    bagaimana cara Facebook dibuat waktu itu 2009 setelah cari2 tau ternyata ada jurusan IT
"Thanks uuuu kkaaaaaa
🐾🐾"
Ada video xafira selalu like
👍
"Sama banget. Aku fisika, dan ada konsentrasi di fisika yang belajar kayak 4 jurusan, salah satunya computer science, yaitu coding. Aku awalnya takut dengar senior, tapi aku mau coba dan berani. Akhirnya aku tahu kalau coding itu menyenangkan, walaupun sering Nemu error, tapi sekalinya benar, senangnya gk ketulungan. Nah seperti yang aku bilang tadi, aku fisika tapi rasa 4 jurusan, yakni FISIKA, MTK, CS, T.Elektro. jadi aku manfaatkan keempatnya dengan membuat sebuah alat sebagai outputnya. Jadi, tisp org beda², tergantung kitanya. GK ada yang sulit, semua bisa dilewati, cuman kita aja yg belum tau awalnya jadi kita takut. Akhirnya aku Wisuda dengan hal yang paling ditakutin oleh org² yg udah masuk FISIKA.

Aku bahkan mau masuk ambil master di KAIST bidang CS, tapi aku mau lihat dulu. Emang se asik itu klw coding❤"
"aku ikut bootcamp gratis disuruh bisa ngoding python dalam sehari padahal ga ada basic sama sekali. ngerasa berat dan susah banget. setelah aku nonton videonya jadi lebih plong, lebih gampang, sebesar itu ya pengaruh sugesti. thanks ka Xaviera."
keren
🤗
:yt:
12:19 nanti mau nonton lagi di sini
4:26
"Jadi Terinspirasi, Doain ya kak bisa seperti Kakak.
"
"Kalo ingin mendalami robotik itu harus gimana ya kak ? Soalnya harus bisa coding ,apakah harus expert ?"
MAKASIH BANYAK USAH BAGI PENGALAMAN NYA SANGGAT MEMBANTU BUAT AKU YANG BARU MASUK KULIAH  IT
"Terimakasih Xaviera ini video yang I wish somebody told me pas aku udah terlanjur terjun ke ilmu komputer tapi ngga tau apa².

But I know it's not late aku akan mulai lagi"
Kak saya pemula.. Mau nnya bagusan belajar Java dulu apa lngsung ke kotlin? Untuk bikin apk android?
❤
"makasi kak atas ilmu nya. ill try my best , fghting"
semenjak vidio saya jadi semangat belajar coding
Trimakasih paparannya
"Ka mau nanya kan saya di SMK jurusan multimedia tentang desain grafis pas masuk kuliah saya salah ambil jurusan kirain saya informatika itu ilmu tentang desain grafis ternyata tentang coding, sedangkan coding itu kebanyakan algoritma data² pyton c++ apalagi banyak matematika nya dll, jujur saya gasanggup sama coding tapi saya penasaran sama coding tapi saya juga sadar diri matematika saya aja jelek minta saran dong ka saya harus gimana?
semoga dibalas 😊"
kalo dulu si buat ngeheck akun org🗿🗿skrg yg penting kerja harus 2 digit
"damn km jurusan komputer, baru tau aku"
Pas pengen belajar coding eeh tiba tiba banget lewat vidio ini di YouTube
5:30
gw usia 40 th dan gw minat belajar coding.. cuma bingung mau mulai darimana.. 🤣
"Saya SMK kelas satu dijurusan rpl,dan bahasa pemrograman pertama saya adalah C++"
lier
pigura sebelah kiri mengganggu sekali
"berarti kalo magang itu sudah sekaligus dapet mentor di tempat magang ya kak?? atau kita nyari mentor sendiri? aku bingungnya disini.. kuliahku blum magang si, tpi aku udh khawatir aja takut gabisa apa-apa karena takutnya juga ternyata gaada mentor nya kak di tempat magang nanti hehe"
"Assalamualaikum kakak, menurut kakak framework laravel yang guna php, css html, javascript itu sekarang masih ada demandnya tak ya?"
Terima kasih suda memberikan bayangan ttng koding kak 😊
"mao nanya kira"" pas tes ppdb (smk) apa aja ya soalnya tqq"
https://youtu.be/yw1mqtdQ9vY?si=TGuO48BnmH0at-9d
Hi mba xaviera bisa di hub di mana ya ? Tertarik ingin menjadikan mba xaviera pembicara untuk materi coding🙏
Hi mba vira
"kak apakah coding itu bisa dimacbook ya kak heheh saya pribadi pengen bisa coding tetapi ada macbook saja, thkss great vidio"
"How about using AI to learn programming such as ChatGPT?? Ibarat kl lagi ga punya mentor, mentor kek ChatGPT ini ngebantu ga si kl menurut kakak?"
kak bantu project skk migas
"Kak rekomendasi dong website atau tools yang gratisan buat merancang desain website yang mau di buat, soalnya kebanyakan berbayar dan itu terbatas gunainnya😢"
bisa python? pakai odoo
🎉🎉🎉
Bismillah yu bisa yu raehan
"kelak,.kalo ud punya pengalaman dan jago, jangan pandang rendah (apalagi meremehkan) junior. Share ilmu, jgn pelit, bangun relasi, siapa tau suatu saat nanti junior mu yg bantu  kamu"
kak lukisan yang dibelakang miring
"jujur awal-awal kagak suka nih sama jurusan informatika, tapi ketika belajarnya bener2 diusahain lagi. Sekarang jadi lebih suka. internet mempermudah kita belajar diluar kampus, everytime yg kita mau."
"Gak heran ingatanmu kuat,ternyata anak ilkom"
lilmantrap gonna go wild 'bout this
Why the kid can’t be nice lol
Dosen TI gw di kampus ngirim link ini buat bljr😂 pdhl dah gw liat🗿
"saya lulusan ektro 1999, bahasa pertama yg dipake waktu praktikum basica.... terakhir Delphi.... kayaknya udah gak ada ya skrng..
bahasa coding hanya belajar tata susun syntax.. yg paling penting adalah penajaman algoritma"
"xie xie, che che putri"
"makasih kak vieraa soalnya aku maba masih binung,lihat vidio kaka sedikit ada pencerahan terimakasih banyak yaaaa"
yg baru bisa html bilek 😭
"dari video ini, aku mau share pengalaman aku kuliah guys uda dari sems1 2022 jurusan. sistem informasi sampe sekarang aku belajar coding bahasa c# ndak ngerti guys cemana, pliss yg baca komentar aku bantuin aku cara nya gimana sih supaya aku tuh bs ngerti program dengan bahasa ini😭"
"Kuliah bukan IT karena gak lolos, tapi aku menolak kalah 🔥"
"ngoding itu ez ya temen2, asal sering2 praktek. dan sering2 aja belajar logic"
kalo mau kerja di Microsoft harus bisa bikin os kah ?
aku rasa aku mendapatkan semangat belajar coding lagi setelah jenuh belajar
right
hai xaviera :)
kak viera aku sampe kursus ai and data science tauuu sjak sering ngliatin penjelasan kakak doain ya kak smoga aku bisa lancar pendidikan dan karirnya kayak kakak. dan aku mau ikutan edutrip ruang guru bareng kak xaviera doain aku bisa dpt fully funded ya kak. semoga kak viera baca komen aku dan duung serta doain aku juga yaaa
jangan lupa skil bahasa inggrisnya di update ini juga sangat penting
"Makasih banyak viera penjelasannya, aku suka banget jadi terinspirasi buat belajar coding❤"
"hallo kak, makasih videonya jadi semangat belajar"
Njir lulusan IT ternyata
Seneng banget muncul figur baru dengan bertemakan edukasi di konten - kontennya. Anda keren sekali.
14.00
"aku masih sd kelas 6 kak tapi aku ga mau kalo aku ga nyiapin dari awal untuk kuliah ini . aku juga mikir kalo aku belajar lebih awal pasti akan terbiasa kedepannya siapa tahu ini bukan hanya berguna untuk kuliah aja 

btw kak u always pretty. sehat sehat kaaaaaaa"
"aku programer, malas belajar matematika dari SD, sekarang menyesal :v"
Lanjut kak tentang coding❤
"nyesel gk mulai belajar coding dari python, dlu di kuliahan base nya pakek c sama java :)"
Penjelasannya bagus thank u Xaviera
awww cute
"thankyouu bg ka vieraaa, aku baru aja masuk ke lingkung pemrograman, hopefu;;y i can survive at this major.aamiin"
"walaupun aku telat aku akan berjuang makasih kaka ,karena kaka akuu bisa memulai cooding ,yang dari dulu sudah di saran kan oleh om ku sendiri yaituuuu.. bljr ilmu komputer itu penting bngt apaa lgi skrng lagii naik daun yaituu AI hmm ,,, akuu cuma bisa bilang makasih banyak yaa kaaka xaviera karena kaka aku berubah.... sampai ktmu di reallife ya kak aku mau foto hehe mksih kak.. idola aku ,pdhl aku baru mulai menonton aku sudah ngertii dari penjelasan kaka .. smngt kaka .... taat agama lgi (مَنْ جَدَّ وَ جَدَ “Barang siapa yang bersungguh-sungguh maka ia akan mendapatkan hasil“,kak;telkhir paparan nya kaya dosenn.. cukup jelas/. aku terjun karena paparan kaka ,terima kasih banyak ya kak.. sampai ktmu di reallife kak aku mau foto hehe'"
"saya udah berminat dengan coding sejak kelas 10, dan sekarang sudah memasuki masa2 kuliah dengan mengambil jurusan sistem informasi.  and you know what? i dont fvking know how to code lol. soalnya tutorial yg ada di YT itu juga mereka asal kasih tau/mengetik code2nya tanpa memberi tau kegunaannya apa aja atau code2 yg akan digunakan itu apa aja, jadi gabisa saya catat/tangkap gitu.

gimana ya jelasinnya, intinya gitu la."
"kuliah di luar negeri biayanya berapa mbak, dari pendaftaran, biaya hidup, sampai lulus. apakah ada 200 juta?"
"Ininih yg gw bituin😭, thanks"
"Terimakasih ka xaviera sudah memotivasi untuk belajar lebih banyak lagi, meskipun jurusannya beda but i have clue to solve problem after watching this video❤"
Sangat membantu ku dari prodi ilmu komunikasi🙂
"As a backend, correct that proframming is 80% debugging 😂😂😂😂"
"sama sih, dulu wktu kuliah ngerasanya bego banget. tp beberapa temenku kyknya pinter banget C, C++, JAVA, Web. tp oon banget kyknya. tp semenjak belajar python, terus framework-nya, belajar machine learning, data science. br rasanya rada cocok."
Ini xaviera yg di COC itu kan?
"Tips tambahan jadi programmer,  gak perlu faham sampe dalem2 banget,  pinter milih keyword di search engine atau ChatGPT , niscaya hidupmu lebih bahagia dan bisa wow dimata orang lain :D"
logatnya mirip sama lu bang @zahidibr
Makin terkagum kagum liat viera bahas soal coding 😂😂 speechlesss
i lope yu
"Terima kasih,,,"
